,Incident Number,Incident Date,Time Num,Street,Alt Street,Intersection,Mile Post,Accident Type,Collision Type,Hit and Run,Involved Fatal Injury,Involved Medical Transport,Involved Placarded Truck,Posted Speed,Total Vehicles Involved,Weather Code,pedestrian,bicycle,Drug Involved,Alcohol Involved,Latitude,Longitude,Location WKT,Location,Light Condition,year,month,day,hour,day_of_week
343,21-054976,2021-05-29 04:19:00,4.5,4305 Hancock Rd,,Jersey Pike,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.08142,-85.185364,POINT (-85.185364 35.08142),"(35.081420, -85.185364)",Dark - Not Lighted,2021,5,29,4,5
344,21-056388,2021-06-01 00:00:00,,E 23rd St,,S Willow St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,35.0,1,Clear,1,0,,0.0,35.01701,-85.277147,POINT (-85.277147 35.01701),"(35.017010, -85.277147)",Unknown,2021,6,1,0,1
345,21-056921,2021-06-03 08:00:00,8.0,103 Market St,,Aquarium Way,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,30.0,1,Clear,1,0,0.0,1.0,35.055669,-85.309741,POINT (-85.309741 35.055669),"(35.055669, -85.309741)",Daylight,2021,6,3,8,3
346,21-057625,2021-06-04 20:15:00,20.5,5500 Highway 153,,Gadd Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,45.0,1,Clear,1,0,0.0,0.0,35.142401,-85.248276,POINT (-85.248276 35.142401),"(35.142401, -85.248276)",Daylight,2021,6,4,20,4
347,21-062800,2021-06-17 13:10:00,13.0,301 E Martin Luther King Blvd,,E MLK Blvd,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,25.0,1,Clear,1,0,0.0,1.0,35.044821,-85.305288,POINT (-85.305288 35.044821),"(35.044821, -85.305288)",Daylight,2021,6,17,13,3
348,21-067652,2021-06-29 10:56:00,11.0,5900 Lee Hwy,,Airport Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Clear,1,0,0.0,0.0,35.022082,-85.198323,POINT (-85.198323 35.022082),"(35.022082, -85.198323)",Daylight,2021,6,29,10,1
349,21-068829,2021-07-02 10:50:00,11.0,2180 Gunbarrel Rd,,Commons Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,15.0,1,Clear,1,0,0.0,0.0,35.034718,-85.149653,POINT (-85.149653 35.034718),"(35.034718, -85.149653)",Daylight,2021,7,2,10,4
350,21-070910,2021-07-07 12:52:00,13.0,3147 Broad St,,W 31st St,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,,1,Cloudy,1,0,0.0,0.0,35.019563,-85.321641,POINT (-85.321641 35.019563),"(35.019563, -85.321641)",Daylight,2021,7,7,12,2
351,21-070970,2021-07-07 15:20:00,15.5,561 Arlington Ave,,Ramsey St.,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,30.0,1,Clear,1,0,0.0,0.0,35.041794,-85.264616,POINT (-85.264616 35.041794),"(35.041794, -85.264616)",Daylight,2021,7,7,15,2
352,21-072217,2021-07-10 16:07:00,16.0,Dodson Ave,SR-1420,Wilcox Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.05297,-85.260301,POINT (-85.260301 35.05297),"(35.052970, -85.260301)",Daylight,2021,7,10,16,5
353,21-072680,2021-07-11 19:43:00,19.5,7610 E Brainerd Rd,,Strattmon Cir,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,15.0,1,Rain,1,0,0.0,0.0,35.011033,-85.15783,POINT (-85.15783 35.011033),"(35.011033, -85.157830)",Daylight,2021,7,11,19,6
354,21-072932,2021-07-12 13:24:00,13.5,5200 Hixson Pike,,Austin Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,40.0,1,Rain,1,0,0.0,0.0,35.13766,-85.2363,POINT (-85.2363 35.13766),"(35.137660, -85.236300)",Daylight,2021,7,12,13,0
355,21-073805,2021-07-14 17:00:00,17.0,E Main St,,Market St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,25.0,1,Clear,1,0,0.0,0.0,35.036143,-85.307328,POINT (-85.307328 35.036143),"(35.036143, -85.307328)",Daylight,2021,7,14,17,2
356,21-073960,2021-07-15 00:42:00,0.5,W 10th St,SR-100,Broad St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.04484,-85.3109,POINT (-85.3109 35.04484),"(35.044840, -85.310900)",Dark - Lighted,2021,7,15,0,3
357,21-077105,2021-07-22 20:09:00,20.0,24 EB interstate,I-24,Hwy 27,177.0,Fatal,Not Collision with Motor Vehicle in Transport,0,1,1,0,55.0,1,Clear,1,0,0.0,0.0,35.021125,-85.326589,POINT (-85.326589 35.021125),"(35.021125, -85.326589)",Dusk,2021,7,22,20,3
358,21-078051,2021-07-24 22:45:00,23.0,Market St,SR-0,W 14th St,0.0,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.038306,-85.307836,POINT (-85.307836 35.038306),"(35.038306, -85.307836)",Dark - Lighted,2021,7,24,22,5
359,21-079263,2021-07-27 22:00:00,22.0,7641 Lee Hwy,,Lee Hwy,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Clear,1,0,0.0,1.0,35.060567,-85.135205,POINT (-85.135205 35.060567),"(35.060567, -85.135205)",Dark - Lighted,2021,7,27,22,1
360,21-080315,2021-07-30 12:09:00,12.0,301 N Holtzclaw Ave,,N Holtzclaw Ave,,Property Damage Under,Not Collision with Motor Vehicle in Transport,1,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.04265,-85.282091,POINT (-85.282091 35.04265),"(35.042650, -85.282091)",Daylight,2021,7,30,12,4
361,21-083152,2021-08-06 14:06:00,14.0,2119 E 23rd St,,S Willow St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,30.0,1,Clear,1,0,,,35.018546,-85.280426,POINT (-85.280426 35.018546),"(35.018546, -85.280426)",Daylight,2021,8,6,14,4
362,21-084890,2021-08-10 22:56:00,23.0,4903 Brainerd Rd,,N Moore Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Clear,1,0,0.0,1.0,35.012915,-85.227459,POINT (-85.227459 35.012915),"(35.012915, -85.227459)",Dark - Lighted,2021,8,10,22,1
363,21-085734,2021-08-13 00:30:00,0.5,Interstate 24 EB hwy,I-24,S Germantown rd,183.2,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,55.0,1,Clear,1,0,,,35.012864,-85.249053,POINT (-85.249053 35.012864),"(35.012864, -85.249053)",Dark - Not Lighted,2021,8,13,0,4
364,21-086077,2021-08-13 18:37:00,18.5,1826 Carter St,,Carter St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.0467,-85.3011,POINT (-85.3011 35.0467),"(35.04670, -85.30110)",Daylight,2021,8,13,18,4
365,21-086154,2021-08-13 22:00:00,22.0,W 3rd St,,Market St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,1,0,0,0,30.0,1,Clear,1,0,0.0,0.0,35.053495,-85.310575,POINT (-85.310575 35.053495),"(35.053495, -85.310575)",Dark - Lighted,2021,8,13,22,4
366,21-088363,2021-08-19 08:00:00,8.0,2525 De Sales Ave,,Derby St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.041707,-85.260666,POINT (-85.260666 35.041707),"(35.041707, -85.260666)",Daylight,2021,8,19,8,3
367,21-088654,2021-08-20 03:19:00,3.5,S Willow St,,E 18th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,25.0,1,Clear,1,0,0.0,0.0,35.02184,-85.278652,POINT (-85.278652 35.02184),"(35.021840, -85.278652)",Dark - Lighted,2021,8,20,3,4
368,21-093948,2021-09-02 06:45:00,7.0,Hickory Valley Rd,,Shallowford Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,35.0,1,Clear,1,0,0.0,0.0,35.043769,-85.167619,POINT (-85.167619 35.043769),"(35.043769, -85.167619)",Dawn,2021,9,2,6,3
369,21-094343,2021-09-03 06:57:00,7.0,Frazier Ave,,Tremont St/Tampa St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.0616,-85.30466,POINT (-85.30466 35.0616),"(35.061600, -85.304660)",Daylight,2021,9,3,6,4
370,21-097062,2021-09-10 07:00:00,7.0,E 11th St,SR-1,Market St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.043922,-85.309345,POINT (-85.309345 35.043922),"(35.043922, -85.309345)",Dawn,2021,9,10,7,4
371,21-099397,2021-09-16 12:00:00,12.0,703 Signal Mountain Rd,SR-17,Signal Moutain Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Clear,1,0,,,35.098406,-85.329331,POINT (-85.329331 35.098406),"(35.098406, -85.329331)",Daylight,2021,9,16,12,3
372,21-099547,2021-09-16 18:43:00,18.5,1420 Dodson Ave,,Wilcox Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,,1,Clear,1,0,0.0,1.0,35.05297,-85.260301,POINT (-85.260301 35.05297),"(35.052970, -85.260301)",Daylight,2021,9,16,18,3
373,21-100015,2021-09-17 20:35:00,20.5,3440 Wilcox Blvd,,Tunnel Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,15.0,1,Clear,1,0,0.0,0.0,35.046965,-85.238216,POINT (-85.238216 35.046965),"(35.046965, -85.238216)",Dark - Lighted,2021,9,17,20,4
374,21-102443,2021-09-24 00:00:00,,7502 Standifer Gap Rd,,Jenkins Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,25.0,1,Clear,1,0,0.0,0.0,35.0436962,-85.125868,POINT (-85.125868 35.0436962),"(35.0436962, -85.125868)",Dark - Unknown Lighting,2021,9,24,0,4
375,21-103607,2021-09-27 11:10:00,11.0,W 20th St,,Long St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,,1,Clear,1,0,0.0,0.0,35.032049,-85.311255,POINT (-85.311255 35.032049),"(35.032049, -85.311255)",Daylight,2021,9,27,11,0
376,21-104673,2021-09-29 23:44:00,23.5,438 Roberts St,SR-438,Cleveland Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,25.0,1,Clear,1,0,,,35.043325,-85.273118,POINT (-85.273118 35.043325),"(35.043325, -85.273118)",Dark - Lighted,2021,9,29,23,2
377,21-104971,2021-09-30 17:43:00,17.5,1401 E 23rd St,,S Greenwood Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Clear,1,0,0.0,0.0,35.0221,-85.290226,POINT (-85.290226 35.0221),"(35.022100, -85.290226)",Daylight,2021,9,30,17,3
378,21-105360,2021-10-01 14:50:00,15.0,7400 Goodwin Rd,,Gunbarrel Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,45.0,1,Clear,1,0,0.0,0.0,35.030221,-85.155546,POINT (-85.155546 35.030221),"(35.030221, -85.155546)",Daylight,2021,10,1,14,4
379,21-105715,2021-10-01 21:45:00,22.0,800 E MLK Blvd,,Douglas St,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,25.0,1,Clear,1,0,0.0,0.0,35.043151,-85.30296,POINT (-85.30296 35.043151),"(35.043151, -85.302960)",Dark - Lighted,2021,10,1,21,4
380,21-105933,2021-10-02 21:43:00,21.5,2100 Hamilton Place Blvd,,Hamilton Place Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,15.0,1,Clear,1,0,0.0,0.0,35.032896,-85.159378,POINT (-85.159378 35.032896),"(35.032896, -85.159378)",Dark - Lighted,2021,10,2,21,5
381,21-107592,2021-10-07 02:50:00,3.0,3100 Broad St,,W 31st St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,35.0,1,Rain,1,0,0.0,0.0,35.020693,-85.319977,POINT (-85.319977 35.020693),"(35.020693, -85.319977)",Dark - Lighted,2021,10,7,2,3
382,21-109530,2021-10-11 20:50:00,21.0,4600 Amnicola Hwy,,HWY 153,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,50.0,1,Clear,1,0,0.0,0.0,35.091662,-85.225479,POINT (-85.225479 35.091662),"(35.091662, -85.225479)",Dark - Not Lighted,2021,10,11,20,0
383,21-110254,2021-10-13 16:19:00,16.5,Cappella St,,E 19th St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.032214,-85.305593,POINT (-85.305593 35.032214),"(35.032214, -85.305593)",Daylight,2021,10,13,16,2
384,21-110378,2021-10-13 21:00:00,21.0,801 Riverfront Pkwy,,Molly Ln,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,1.0,35.05079,-85.321247,POINT (-85.321247 35.05079),"(35.050790, -85.321247)",Dark - Lighted,2021,10,13,21,2
385,21-111526,2021-10-16 20:18:00,20.5,Brainerd Rd,,Eastgate Loop Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Clear,1,0,0.0,1.0,35.01064,-85.216372,POINT (-85.216372 35.01064),"(35.010640, -85.216372)",Dark - Lighted,2021,10,16,20,5
386,21-111798,2021-10-17 16:50:00,17.0,Market St,,E 3rd St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,35.0,1,Other,1,0,0.0,0.0,35.053512,-85.309667,POINT (-85.309667 35.053512),"(35.053512, -85.309667)",Daylight,2021,10,17,16,6
387,21-112935,2021-10-20 19:19:00,19.5,Georgia Ave,,E 5th St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.051045,-85.305296,POINT (-85.305296 35.051045),"(35.051045, -85.305296)",Dark - Lighted,2021,10,20,19,2
388,21-114102,2021-10-23 19:43:00,19.5,Bonny Oaks Dr,,S Access,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,45.0,4,Clear,1,0,1.0,1.0,35.080613,-85.212942,POINT (-85.212942 35.080613),"(35.080613, -85.212942)",Dark - Lighted,2021,10,23,19,5
389,21-116119,2021-10-29 07:35:00,7.5,Lindsay St,,E 8th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,35.0,1,Rain,1,0,0.0,0.0,35.046629,-85.30615,POINT (-85.30615 35.046629),"(35.046629, -85.306150)",Dawn,2021,10,29,7,4
390,21-117789,2021-11-02 15:45:00,16.0,1300 Vance Road,SR-1300,Hunt Drive,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.024147,-85.187644,POINT (-85.187644 35.024147),"(35.024147, -85.187644)",Daylight,2021,11,2,15,1
391,21-119028,2021-11-05 20:26:00,20.5,Market St,,W14th St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,,,35.038499,-85.307481,POINT (-85.307481 35.038499),"(35.038499, -85.307481)",Dark - Lighted,2021,11,5,20,4
392,21-119032,2021-11-05 20:45:00,21.0,4850 Highway 58,SR-4850,Jersey Pike,,Fatal,Not Collision with Motor Vehicle in Transport,1,1,0,0,40.0,1,Clear,1,0,0.0,1.0,35.09146,-85.182441,POINT (-85.182441 35.09146),"(35.091460, -85.182441)",Dark - Not Lighted,2021,11,5,20,4
393,21-120706,2021-11-10 09:10:00,9.0,200 W Aquarium Way,,Power Aly,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,25.0,1,Clear,1,0,0.0,0.0,35.054365,-85.312362,POINT (-85.312362 35.054365),"(35.054365, -85.312362)",Daylight,2021,11,10,9,2
394,18-115346,2018-11-30 22:54:00,23.0,2277 Gunbarrel Rd,SR-2200,Shallowford Road,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Clear,1,0,0.0,0.0,35.039243,-85.151301,POINT (-85.151301 35.039243),"(35.039243, -85.151301)",Dark - Lighted,2018,11,30,22,4
395,18-023493,2018-03-17 14:39:00,14.5,1808 S Beech St,SR-1808,E 19th St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.1830942,-85.219799,POINT (-85.219799 35.1830942),"(35.1830942, -85.219799)",Daylight,2018,3,17,14,5
396,18-011355,2018-02-07 19:30:00,19.5,3131 Mountain Creek Rd,,Mountain creek rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,,1,Cloudy,1,0,0.0,0.0,35.123054,-85.318047,POINT (-85.318047 35.123054),"(35.123054, -85.318047)",Dark - Not Lighted,2018,2,7,19,2
397,18-005422,2018-01-19 12:15:00,12.5,5764 Highway 153,,Grubb Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,,1,Clear,1,0,0.0,0.0,35.152975,-85.24562,POINT (-85.24562 35.152975),"(35.152975, -85.245620)",Daylight,2018,1,19,12,4
398,18-017504,2018-02-27 12:00:00,12.0,E Martin Luther King Blvd,,Georgia Avenue,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,25.0,1,Clear,1,0,0.0,0.0,35.045767,-85.308262,POINT (-85.308262 35.045767),"(35.045767, -85.308262)",Daylight,2018,2,27,12,1
399,18-034811,2018-04-20 09:06:00,9.0,3604 Brainerd Rd,,Germantown Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,40.0,1,Clear,1,0,0.0,,35.023303,-85.245707,POINT (-85.245707 35.023303),"(35.023303, -85.245707)",Daylight,2018,4,20,9,4
400,18-078049,2018-08-16 09:05:00,9.0,E Martin Luther King Blvd,,Houston St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,0,0,0,0,30.0,1,Clear,1,0,0.0,0.0,35.044563,-85.306585,POINT (-85.306585 35.044563),"(35.044563, -85.306585)",Daylight,2018,8,16,9,3
401,18-004556,2018-01-16 06:50:00,7.0,W 20th St,SR-400,2000 Broad St,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.033352,-85.313586,POINT (-85.313586 35.033352),"(35.033352, -85.313586)",Dawn,2018,1,16,6,1
402,18-089443,2018-09-06 07:45:00,8.0,Central Ave,SR-700,McCallie Ave,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,35.0,1,Cloudy,1,0,0.0,0.0,35.041926,-85.290932,POINT (-85.290932 35.041926),"(35.041926, -85.290932)",Daylight,2018,9,6,7,3
403,18-041885,2018-05-10 11:24:00,11.5,2288 Gunbarrel Rd,,Gunbarrel Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,15.0,1,Clear,1,0,0.0,0.0,35.037485,-85.149705,POINT (-85.149705 35.037485),"(35.037485, -85.149705)",Daylight,2018,5,10,11,3
404,18-005521,2018-01-19 17:20:00,17.5,200 W 6th St,,Non intersection,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.049623,-85.311696,POINT (-85.311696 35.049623),"(35.049623, -85.311696)",Daylight,2018,1,19,17,4
405,18-005044,2018-01-18 05:49:00,6.0,Volkswagen Dr,,Bonny Oaks Dr,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,,1,Clear,1,0,0.0,0.0,35.080045,-85.132664,POINT (-85.132664 35.080045),"(35.080045, -85.132664)",Dark - Lighted,2018,1,18,5,3
406,18-005816,2018-01-20 15:40:00,15.5,300 Market St,,West 3rd St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,30.0,1,Clear,1,0,0.0,0.0,35.053512,-85.309667,POINT (-85.309667 35.053512),"(35.053512, -85.309667)",Daylight,2018,1,20,15,5
407,18-015263,2018-02-20 06:37:00,6.5,Market St,,E 6th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,45.0,1,Clear,1,0,0.0,0.0,35.049668,-85.309567,POINT (-85.309567 35.049668),"(35.049668, -85.309567)",Daylight,2018,2,20,6,1
408,19-022421,2019-03-09 00:00:00,,2204 Hamilton Place Blvd,SR-2204,Hamilton Place Blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,30.0,1,Rain,1,0,1.0,1.0,35.0381,-85.155971,POINT (-85.155971 35.0381),"(35.038100, -85.155971)",Dark - Not Lighted,2019,3,9,0,5
409,18-000505,2018-01-02 17:41:00,17.5,E 10th St,,Market St,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,35.0,1,Clear,1,0,0.0,0.0,35.044862,-85.309402,POINT (-85.309402 35.044862),"(35.044862, -85.309402)",Daylight,2018,1,2,17,1
410,19-052405,2019-05-30 11:11:00,11.0,140 Highway 153 Nb,,130 Hwy 153 NB,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,55.0,1,Clear,1,0,1.0,0.0,35.039725,-85.18526,POINT (-85.18526 35.039725),"(35.039725, -85.185260)",Daylight,2019,5,30,11,3
411,18-025531,2018-03-23 15:30:00,15.5,Shepherd View Cir,,7168 shepard view circle,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,15.0,1,Clear,1,0,0.0,0.0,35.057392,-85.148694,POINT (-85.148694 35.057392),"(35.057392, -85.148694)",Daylight,2018,3,23,15,4
412,18-002179,2018-01-08 07:17:00,7.5,E 3rd St,,Central Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Other,1,0,0.0,0.0,35.046907,-85.288194,POINT (-85.288194 35.046907),"(35.046907, -85.288194)",Dark - Lighted,2018,1,8,7,0
413,18-110312,2018-11-15 19:55:00,20.0,5837 Bunch St,,Dixson St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,25.0,1,Clear,1,0,0.0,0.0,35.043199,-85.19201,POINT (-85.19201 35.043199),"(35.043199, -85.192010)",Dark - Lighted,2018,11,15,19,3
414,18-003394,2018-01-12 07:01:00,7.0,Brainerd Rd,US-11,Brainerd Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,,1,Rain,1,0,0.0,0.0,35.012306,-85.212241,POINT (-85.212241 35.012306),"(35.012306, -85.212241)",Dark - Lighted,2018,1,12,7,4
415,18-060450,2018-06-28 06:15:00,6.5,Volkswagen Dr,,Volkswagen Dr,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,15.0,1,Cloudy,1,0,0.0,0.0,35.080045,-85.132664,POINT (-85.132664 35.080045),"(35.080045, -85.132664)",Daylight,2018,6,28,6,3
416,18-074860,2018-08-07 06:44:00,6.5,7300 Shallowford Rd,,Napier,,Fatal,Not Collision with Motor Vehicle in Transport,0,1,1,0,40.0,1,Clear,1,0,0.0,0.0,35.041836,-85.154037,POINT (-85.154037 35.041836),"(35.041836, -85.154037)",Dark - Lighted,2018,8,7,6,1
417,18-006318,2018-01-22 12:36:00,12.5,2100 Hamilton Place,,Hamilton place blvd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,20.0,1,Clear,1,0,0.0,0.0,35.0511515,-85.188788,POINT (-85.188788 35.0511515),"(35.0511515, -85.188788)",Daylight,2018,1,22,12,0
418,18-029837,2018-04-05 12:05:00,12.0,S Kelley St,,Chamberlain Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,25.0,1,Clear,1,0,0.0,0.0,35.08811,-85.071898,POINT (-85.071898 35.08811),"(35.088110, -85.071898)",Daylight,2018,4,5,12,3
419,19-035594,2019-04-14 21:51:00,22.0,3459 Amnicola Hwy,SR-3400,Lost Mound Drive,,Fatal,Not Collision with Motor Vehicle in Transport,0,1,0,0,45.0,1,Clear,1,0,0.0,0.0,35.083556,-85.263401,POINT (-85.263401 35.083556),"(35.083556, -85.263401)",Dark - Not Lighted,2019,4,14,21,6
420,18-018436,2018-03-02 09:39:00,9.5,7400 Bonny oaks Dr,,Silverdale Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,45.0,1,Clear,1,0,0.0,0.0,35.062947,-85.137467,POINT (-85.137467 35.062947),"(35.062947, -85.137467)",Daylight,2018,3,2,9,4
421,18-046002,2018-05-21 17:23:00,17.5,E 11th St,,King St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,1,0,0,0,25.0,1,Clear,1,0,0.0,0.0,35.042797,-85.306376,POINT (-85.306376 35.042797),"(35.042797, -85.306376)",Daylight,2018,5,21,17,0
422,21-122159,2021-11-14 01:47:00,2.0,6925 Shallowford Rd,,Center St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,,1,Clear,1,0,,1.0,35.044439,-85.160347,POINT (-85.160347 35.044439),"(35.044439, -85.160347)",Dark - Not Lighted,2021,11,14,1,6
423,21-122535,2021-11-15 07:50:00,8.0,200 Central Ave,,E 3rd St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,25.0,1,Clear,1,0,0.0,0.0,35.047189,-85.28776,POINT (-85.28776 35.047189),"(35.047189, -85.287760)",Daylight,2021,11,15,7,0
424,21-123177,2021-11-16 21:25:00,21.5,Broad St at W MLK Blvd,,Broad St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.04568,-85.31051,POINT (-85.31051 35.04568),"(35.045680, -85.310510)",Dark - Lighted,2021,11,16,21,1
425,21-123539,2021-11-17 17:55:00,18.0,800 N Willow St,,2200 Rawlings,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,1,0,30.0,1,Clear,1,0,0.0,0.0,35.044888,-85.266698,POINT (-85.266698 35.044888),"(35.044888, -85.266698)",Dark - Not Lighted,2021,11,17,17,2
426,21-123680,2021-11-18 04:50:00,5.0,6003 Shallowford Rd,,Chapman Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,1,0,1,0,45.0,1,Clear,1,0,0.0,0.0,35.054355,-85.188205,POINT (-85.188205 35.054355),"(35.054355, -85.188205)",Dark - Lighted,2021,11,18,4,3
427,21-124612,2021-11-20 15:00:00,15.0,Ashford Dr,,Asherton Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,0,0,0,0,25.0,1,Clear,1,0,0.0,0.0,35.039968,-85.140047,POINT (-85.140047 35.039968),"(35.039968, -85.140047)",Daylight,2021,11,20,15,5
428,21-126730,2021-11-26 17:00:00,17.0,2100 Hamilton Place Blvd,,Hamilton Place Blvd,,Possible Injury,Not Collision with Motor Vehicle in Transport,1,0,0,0,,1,Clear,1,0,0.0,0.0,35.034528,-85.158706,POINT (-85.158706 35.034528),"(35.034528, -85.158706)",Daylight,2021,11,26,17,4
